Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,SubCategory,Product Name,Sales,Quantity,Discount,Profit,Outlier,Q1,     Q3,IQR,Upper Limit,Lower Limit
5680,CA2016143924,28-07-2016,08-03-2016,Standard Class,SC20680,Steve Carroll,Home Office,United States,Holland,Michigan,49423,Central,OFFPA10002120,Office Supplies,Paper,Xerox 1889,109.92,2,0,53.8608,FALSE,,,,,
5681,CA2016141551,24-09-2016,30-09-2016,Standard Class,BP11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,OFFBI10001249,Office Supplies,Binders,Avery HeavyDuty EZD View Binder with Locking Rings,6.38,1,0,2.9348,FALSE,,,,,
5682,CA2016141551,24-09-2016,30-09-2016,Standard Class,BP11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,OFFPA10001569,Office Supplies,Paper,Xerox 232,6.48,1,0,3.1104,FALSE,,,,,
5683,CA2014164315,04-02-2014,04-08-2014,Standard Class,RD19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,OFFPA10004248,Office Supplies,Paper,Xerox 1990,15.84,3,0,7.128,FALSE,,,,,
5684,CA2014164315,04-02-2014,04-08-2014,Standard Class,RD19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,TECPH10001128,Technology,Phones,Motorola Droid Maxx,1049.93,7,0,293.9804,TRUE,,,,,
5685,CA2014164315,04-02-2014,04-08-2014,Standard Class,RD19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,OFFAP10003842,Office Supplies,Appliances,EuroPro Shark Turbo Vacuum,154.9,5,0,40.274,FALSE,,,,,
5686,CA2015131072,11-05-2015,11-05-2015,Same Day,KL16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,98105,West,OFFBI10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",98.352,3,0.2,35.6526,FALSE,,,,,
5687,CA2014131541,28-07-2014,28-07-2014,Same Day,CK12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,OFFFA10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",14.32,5,0.2,5.191,FALSE,,,,,
5688,CA2014131541,28-07-2014,28-07-2014,Same Day,CK12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,FURFU10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",129.888,6,0.2,12.9888,FALSE,,,,,
5689,CA2014131541,28-07-2014,28-07-2014,Same Day,CK12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,OFFEN10000781,Office Supplies,Envelopes,"#10 4 1/8"" x 9 1/2"" Recycled Envelopes",48.944,7,0.2,16.5186,FALSE,,,,,
5690,CA2015119550,26-12-2015,31-12-2015,Standard Class,RB19705,Roger Barcio,Home Office,United States,Houston,Texas,77070,Central,FURCH10002044,Furniture,Chairs,"Office Star  Contemporary Task Swivel chair with 2way adjustable arms, Plum",275.058,3,0.3,90.3762,FALSE,,,,,
5691,US2015138093,12-10-2015,16-12-2015,Standard Class,KM16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,OFFAR10000817,Office Supplies,Art,Manco DryLighter Erasable Highlighter,27.36,9,0,9.3024,FALSE,,,,,
5692,US2015138093,12-10-2015,16-12-2015,Standard Class,KM16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,OFFPA10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0,20.585,FALSE,,,,,
5693,US2015138093,12-10-2015,16-12-2015,Standard Class,KM16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,TECPH10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99,1,0,36.4473,FALSE,,,,,
5694,US2015138093,12-10-2015,16-12-2015,Standard Class,KM16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,OFFPA10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5,0,12.672,FALSE,,,,,
5695,US2015138093,12-10-2015,16-12-2015,Standard Class,KM16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,FURCH10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,3,0,141.1644,TRUE,,,,,
5696,CA2016126165,05-05-2016,05-07-2016,Second Class,AH10465,Amy Hunt,Consumer,United States,San Francisco,California,94109,West,FURTA10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,1.7772,FALSE,,,,,
5697,CA2017126123,14-10-2017,18-10-2017,Standard Class,AG10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,Central,OFFBI10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.396,9,0.8,42.4638,FALSE,,,,,
5698,CA2017126123,14-10-2017,18-10-2017,Standard Class,AG10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,Central,OFFBI10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,13.456,1,0.8,23.548,FALSE,,,,,
5699,CA2016143441,11-05-2016,11-05-2016,Same Day,EB14170,Evan Bailliet,Consumer,United States,Laredo,Texas,78041,Central,OFFLA10002312,Office Supplies,Labels,Avery 490,11.84,1,0.2,4.44,FALSE,,,,,
5700,CA2017148320,11-03-2017,11-08-2017,Standard Class,PG18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94109,West,OFFPA10003022,Office Supplies,Paper,Xerox 1992,35.88,6,0,17.5812,FALSE,,,,,
5701,CA2016125661,24-11-2016,26-11-2016,First Class,CA12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105,East,OFFEN10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,40.752,3,0.2,15.282,FALSE,,,,,
5702,CA2016125661,24-11-2016,26-11-2016,First Class,CA12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105,East,TECAC10004855,Technology,Accessories,V7 USB Numeric Keypad,139.96,5,0.2,22.7435,FALSE,,,,,
5703,US2014123519,14-12-2014,21-12-2014,Standard Class,SS20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,OFFAR10003829,Office Supplies,Art,Newell 35,2.624,1,0.2,0.2952,FALSE,,,,,
5704,US2014123519,14-12-2014,21-12-2014,Standard Class,SS20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,FURTA10002645,Furniture,Tables,Hon Rectangular Conference Tables,136.53,1,0.4,52.3365,FALSE,,,,,
5705,US2014123519,14-12-2014,21-12-2014,Standard Class,SS20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,TECAC10003033,Technology,Accessories,Plantronics CS510  OvertheHead monaural Wireless Headset System,263.96,1,0.2,42.8935,FALSE,,,,,
5706,CA2014155593,11-03-2014,11-08-2014,Standard Class,RP19390,Resi Pölking,Consumer,United States,Fairfield,Connecticut,6824,East,OFFSU10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64,3,0,3.3756,FALSE,,,,,
5707,CA2017136000,22-09-2017,25-09-2017,Second Class,SC20440,Shaun Chance,Corporate,United States,New York City,New York,10009,East,OFFBI10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,FALSE,,,,,
5708,US2015160857,05-08-2015,15-05-2015,Standard Class,NW18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,FURFU10001095,Furniture,Furnishings,DAX Black Cherry WoodTone Poster Frame,79.44,3,0,30.1872,FALSE,,,,,
5709,US2015160857,05-08-2015,15-05-2015,Standard Class,NW18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,OFFSU10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0,7.1586,FALSE,,,,,
5710,US2015160857,05-08-2015,15-05-2015,Standard Class,NW18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,FURCH10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,2,0.1,21.294,FALSE,,,,,
5711,US2015160857,05-08-2015,15-05-2015,Standard Class,NW18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,TECCO10004115,Technology,Copiers,Sharp AL1530CS Digital Copier,2799.944,7,0.2,1014.9797,TRUE,,,,,
5712,US2015160857,05-08-2015,15-05-2015,Standard Class,NW18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,OFFPA10003363,Office Supplies,Paper,Xerox 204,19.44,3,0,9.3312,FALSE,,,,,
5713,CA2017115805,31-07-2017,31-07-2017,Same Day,KW16435,Katrina Willman,Consumer,United States,Chicago,Illinois,60653,Central,TECPH10003092,Technology,Phones,Motorola L804,36.792,1,0.2,4.1391,FALSE,,,,,
5714,US2014143707,03-01-2014,03-05-2014,Standard Class,HR14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,TECPH10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,3,0,1.6038,FALSE,,,,,
5715,CA2017116939,25-09-2017,29-09-2017,Standard Class,AG10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223,South,OFFST10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,177.55,5,0,47.9385,FALSE,,,,,
5716,CA2015124107,10-09-2015,10-12-2015,Second Class,BM11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,TECAC10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.591,TRUE,,,,,
5717,CA2015124107,10-09-2015,10-12-2015,Second Class,BM11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,TECPH10003875,Technology,Phones,KLD Oscar II Style Snapon Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0,8.4564,FALSE,,,,,
5718,CA2015124107,10-09-2015,10-12-2015,Second Class,BM11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,OFFEN10003286,Office Supplies,Envelopes,Staple envelope,57.96,7,0,27.2412,FALSE,,,,,
5719,CA2015124107,10-09-2015,10-12-2015,Second Class,BM11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,OFFAP10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403,3,0.1,5.2272,FALSE,,,,,
5720,CA2017126550,29-03-2017,04-02-2017,Second Class,RD19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905,Central,OFFST10001031,Office Supplies,Storage,Adjustable Personal File Tote,81.4,5,0,21.164,FALSE,,,,,
5721,CA2015138674,14-11-2015,17-11-2015,First Class,KB16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,OFFFA10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,5,0.2,2.289,FALSE,,,,,
5722,CA2015138674,14-11-2015,17-11-2015,First Class,KB16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,TECAC10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive  16 GB,91.176,3,0.2,4.5588,FALSE,,,,,
5723,CA2015138674,14-11-2015,17-11-2015,First Class,KB16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,TECAC10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,159.968,4,0.2,29.994,FALSE,,,,,
5724,CA2016165820,26-09-2016,30-09-2016,Standard Class,DW13585,Dorothy Wardle,Corporate,United States,San Francisco,California,94109,West,OFFPA10004735,Office Supplies,Paper,Xerox 1905,12.96,2,0,6.2208,FALSE,,,,,
5725,CA2014103191,22-09-2014,27-09-2014,Standard Class,VG21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,OFFST10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,3,0.2,82.884,FALSE,,,,,
5726,CA2015103933,25-09-2015,27-09-2015,First Class,DR12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011,East,TECAC10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,9,0,395.9604,TRUE,,,,,
5727,CA2015110548,05-04-2015,05-08-2015,Standard Class,AH10690,Anna Häberlin,Corporate,United States,Houston,Texas,77095,Central,TECPH10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2,118.293,TRUE,,,,,
5728,CA2017117324,12-08-2017,13-12-2017,Standard Class,JP15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,TECAC10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11,3,0,32.0598,FALSE,,,,,
5729,CA2017117324,12-08-2017,13-12-2017,Standard Class,JP15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,OFFAP10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0,305.13,TRUE,,,,,
5730,CA2017117324,12-08-2017,13-12-2017,Standard Class,JP15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,OFFLA10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0,28.0876,FALSE,,,,,
5731,CA2017117324,12-08-2017,13-12-2017,Standard Class,JP15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,FURBO10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,4,0,41.3928,FALSE,,,,,
5732,CA2017117324,12-08-2017,13-12-2017,Standard Class,JP15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,OFFPA10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",27.52,4,0,12.6592,FALSE,,,,,
5733,CA2017143574,29-06-2017,07-02-2017,First Class,DR12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FURBO10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0,185.2578,TRUE,,,,,
5734,CA2017143574,29-06-2017,07-02-2017,First Class,DR12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,OFFSU10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,3,0,7.9794,FALSE,,,,,
5735,CA2017143574,29-06-2017,07-02-2017,First Class,DR12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FURFU10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0,8.5544,FALSE,,,,,
5736,CA2014111773,29-06-2014,07-03-2014,Standard Class,JK15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,OFFBI10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3,0.2,4.872,FALSE,,,,,
5737,CA2014148614,20-01-2014,25-01-2014,Standard Class,MV17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFFPA10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0,9.2928,FALSE,,,,,
5738,CA2014148614,20-01-2014,25-01-2014,Standard Class,MV17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FURFU10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0,5.79,FALSE,,,,,
5739,CA2017156139,31-12-2016,01-06-2017,Standard Class,BP11155,Becky Pak,Consumer,United States,San Francisco,California,94109,West,OFFBI10004233,Office Supplies,Binders,"GBC PrePunched Binding Paper, Plastic, White, 81/2"" x 11""",38.376,3,0.2,13.4316,FALSE,,,,,
5740,US2017147886,28-03-2017,31-03-2017,First Class,DH13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFFPA10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0,6.3504,FALSE,,,,,
5741,US2017147886,28-03-2017,31-03-2017,First Class,DH13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,FURFU10001095,Furniture,Furnishings,DAX Black Cherry WoodTone Poster Frame,26.48,1,0,10.0624,FALSE,,,,,
5742,US2017147886,28-03-2017,31-03-2017,First Class,DH13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,TECMA10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,2,0.2,53.272,FALSE,,,,,
5743,US2017147886,28-03-2017,31-03-2017,First Class,DH13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFFPA10003651,Office Supplies,Paper,Xerox 1968,26.72,4,0,12.8256,FALSE,,,,,
5744,US2017147886,28-03-2017,31-03-2017,First Class,DH13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFFPA10000743,Office Supplies,Paper,Xerox 1977,20.04,3,0,9.6192,FALSE,,,,,
5745,US2017147886,28-03-2017,31-03-2017,First Class,DH13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFFST10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,0,7.9548,FALSE,,,,,
5746,US2017147886,28-03-2017,31-03-2017,First Class,DH13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,FURFU10003829,Furniture,Furnishings,Stackable Trays,21.56,7,0,6.8992,FALSE,,,,,
5747,CA2016113733,12-08-2016,12-12-2016,Standard Class,LH16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,TECPH10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198,FALSE,,,,,
5748,CA2016113733,12-08-2016,12-12-2016,Standard Class,LH16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,TECAC10002473,Technology,Accessories,Maxell 4.7GB DVDR,68.112,3,0.2,17.8794,FALSE,,,,,
5749,CA2016113733,12-08-2016,12-12-2016,Standard Class,LH16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,TECAC10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,3,0.2,2.484,FALSE,,,,,
5750,CA2017104913,18-11-2017,22-11-2017,Standard Class,DK13090,Dave Kipp,Consumer,United States,Long Beach,New York,11561,East,TECPH10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,5,0,36.7255,FALSE,,,,,
5751,CA2014145800,30-05-2014,06-05-2014,Standard Class,SS20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,FURTA10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,184.8366,TRUE,,,,,
5752,CA2016125850,22-01-2016,28-01-2016,Standard Class,FP14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,OFFLA10003498,Office Supplies,Labels,Avery 475,44.4,3,0,22.2,FALSE,,,,,
5753,CA2016125850,22-01-2016,28-01-2016,Standard Class,FP14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,OFFLA10004484,Office Supplies,Labels,Avery 476,20.65,5,0,9.499,FALSE,,,,,
5754,CA2016118514,02-03-2016,02-10-2016,Standard Class,LC17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475,South,FURCH10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264,TRUE,,,,,
5755,CA2015150749,29-03-2015,04-03-2015,Second Class,AS10240,Alan Shonely,Consumer,United States,Springfield,Virginia,22153,South,OFFAR10003732,Office Supplies,Art,Newell 333,5.56,2,0,1.4456,FALSE,,,,,
5756,CA2014163748,14-10-2014,18-10-2014,Standard Class,HG15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,OFFAP10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,4,0.8,8.532,FALSE,,,,,
5757,CA2014163748,14-10-2014,18-10-2014,Standard Class,HG15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,TECCO10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,5,0.2,624.9875,TRUE,,,,,
5758,CA2015119634,08-11-2015,16-08-2015,Standard Class,BW11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604,South,FURFU10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152,3,0.2,12.1149,FALSE,,,,,
5759,CA2015149300,22-11-2015,23-11-2015,First Class,BH11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012,South,TECMA10000423,Technology,Machines,Texas Instruments TI34 Scientific Calculator,32.985,3,0.5,1.9791,FALSE,,,,,
5760,US2016111528,30-12-2016,30-12-2016,Same Day,JP16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,OFFST10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0,125.1432,TRUE,,,,,
5761,US2016111528,30-12-2016,30-12-2016,Same Day,JP16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,OFFBI10002194,Office Supplies,Binders,Cardinal HoldIt CD Pocket,6.384,1,0.2,2.1546,FALSE,,,,,
5762,CA2017158169,08-12-2017,15-08-2017,First Class,JM16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,OFFAP10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0,152.0232,TRUE,,,,,
5763,CA2017158169,08-12-2017,15-08-2017,First Class,JM16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,FURFU10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,4,0,19.7712,FALSE,,,,,
5764,CA2015162047,11-03-2015,11-05-2015,First Class,FH14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,FURCH10004983,Furniture,Chairs,Office Star  Mid Back Dual function Ergonomic High Back Chair with 2Way Adjustable Arms,1448.82,10,0.1,209.274,TRUE,,,,,
5765,CA2015117772,09-10-2015,09-12-2015,Second Class,MC17575,Matt Collins,Consumer,United States,Seattle,Washington,98103,West,OFFST10003994,Office Supplies,Storage,"Belkin 19"" CenterWeighted Shelf, Gray",353.88,6,0,17.694,FALSE,,,,,
5766,US2014126340,11-08-2014,14-11-2014,Standard Class,EB13870,Emily Burns,Consumer,United States,Redding,California,96003,West,TECPH10004447,Technology,Phones,Toshiba IPT2010SD IP Telephone,333.576,3,0.2,25.0182,FALSE,,,,,
5767,CA2016149685,10-08-2016,15-10-2016,Standard Class,PM19135,Peter McVee,Home Office,United States,San Antonio,Texas,78207,Central,OFFLA10004545,Office Supplies,Labels,Avery 50,60.144,6,0.2,20.2986,FALSE,,,,,
5768,CA2017126396,09-08-2017,09-12-2017,Second Class,AR10345,Alex Russell,Corporate,United States,Houston,Texas,77070,Central,TECAC10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,6,0.2,20.235,FALSE,,,,,
5769,CA2015154900,25-02-2015,03-01-2015,Standard Class,SS20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,OFFLA10001641,Office Supplies,Labels,Avery 518,3.15,1,0,1.512,FALSE,,,,,
5770,CA2015154900,25-02-2015,03-01-2015,Standard Class,SS20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,OFFPA10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224,FALSE,,,,,
5771,CA2015103835,24-09-2015,28-09-2015,Standard Class,SC20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,FURFU10000010,Furniture,Furnishings,"DAX Value UChannel Document Frames, Easel Back",14.91,3,0,4.6221,FALSE,,,,,
5772,CA2015103835,24-09-2015,28-09-2015,Standard Class,SC20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,OFFAP10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,4,0,335.8548,TRUE,,,,,
5773,CA2015158939,26-11-2015,12-01-2015,Standard Class,EA14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,Central,TECCO10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99,1,0,233.9961,TRUE,,,,,
5774,CA2016117408,31-08-2016,09-06-2016,Standard Class,TP21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706,Central,OFFST10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,2,0.2,2.3968,FALSE,,,,,
5775,CA2016142398,04-12-2016,16-04-2016,Standard Class,BP11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,FURCH10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7,0.2,31.9144,FALSE,,,,,
5776,CA2016142398,04-12-2016,16-04-2016,Standard Class,BP11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,OFFBI10004826,Office Supplies,Binders,JM Magazine Binder,13.208,1,0.2,4.6228,FALSE,,,,,
5777,CA2016105277,12-04-2016,12-08-2016,Standard Class,LM17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021,East,OFFBI10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528,3,0.2,5.823,FALSE,,,,,
5778,CA2016112060,12-04-2016,12-09-2016,Standard Class,KT16465,Kean Takahito,Consumer,United States,San Francisco,California,94109,West,OFFPA10000994,Office Supplies,Paper,Xerox 1915,104.85,1,0,50.328,FALSE,,,,,
5779,CA2014105270,11-11-2014,18-11-2014,Standard Class,AP10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,OFFAR10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0,7.9248,FALSE,,,,,
5780,CA2014105270,11-11-2014,18-11-2014,Standard Class,AP10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,FURCH10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.648,1,0.2,11.2648,FALSE,,,,,
5781,US2015159513,04-02-2015,04-09-2015,Standard Class,JD15790,John Dryer,Consumer,United States,Los Angeles,California,90049,West,TECMA10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,3,0.2,24.2919,FALSE,,,,,
5782,CA2015155586,12-12-2015,16-12-2015,Second Class,XP21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFFAR10001547,Office Supplies,Art,Newell 311,2.21,1,0,0.5967,FALSE,,,,,
5783,CA2015155586,12-12-2015,16-12-2015,Second Class,XP21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFFEN10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,4,0,7.4496,FALSE,,,,,
5784,CA2015155586,12-12-2015,16-12-2015,Second Class,XP21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFFPA10000726,Office Supplies,Paper,"Black Print Carbonless SnapOff Rapid Letter, 8 1/2"" x 7""",36.44,4,0,16.398,FALSE,,,,,
5785,CA2017141117,10-02-2017,10-08-2017,Standard Class,JK16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,FURBO10001972,Furniture,Bookcases,O'Sullivan 4Shelf Bookcase in Odessa Pine,217.764,6,0.7,384.7164,TRUE,,,,,
5786,CA2017141117,10-02-2017,10-08-2017,Standard Class,JK16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,OFFSU10004664,Office Supplies,Supplies,Acme Softgrip Scissors,39.072,6,0.2,4.3956,FALSE,,,,,
5787,CA2017141117,10-02-2017,10-08-2017,Standard Class,JK16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,OFFBI10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638,7,0.7,16.6012,FALSE,,,,,
